sample_type,N_rate,P_rate,K_rate,Zn_rate,global_warming,freshwater_eutrophication,terrestrial_acidification,terrestrial_ecotoxicity
OAT_N,125.2243,50.0,35.0,20.0,5062.216352407781,0.3799165070917813,21.76500471616933,13527.892965892808
OAT_N,138.9466,50.0,35.0,20.0,5149.608306652611,0.4000677076318979,23.809966596757793,13599.067036923396
OAT_N,128.9532,50.0,35.0,20.0,5085.964256052473,0.3853923975543161,22.320702985156768,13547.233819355126
OAT_N,126.5624,50.0,35.0,20.0,5070.738187229567,0.3818815072333559,21.964414690620803,13534.833349388728
OAT_N,138.0766,50.0,35.0,20.0,5144.06761739549,0.3987901124423232,23.68031509255573,13594.55456876598
OAT_N,129.7406,50.0,35.0,20.0,5090.978898260586,0.38654869462589203,22.438045047695507,13551.31786237484
OAT_N,131.909,50.0,35.0,20.0,5104.788588588336,0.3897329904983908,22.76119024506534,13562.564800251343
OAT_N,132.9133,50.0,35.0,20.0,5111.184581945722,0.3912078052672297,22.910855768824113,13567.773848263416
OAT_N,136.3447,50.0,35.0,20.0,5133.037824608814,0.3962468169149387,23.422219184363136,13585.571645085698
OAT_N,121.5289,50.0,35.0,20.0,5038.681797142532,0.37448981138654625,21.21429877521726,13508.725868388276
OAT_N,146.1249,50.0,35.0,20.0,5195.32408791054,0.4106090427460638,24.879710726198784,13636.299048618153
OAT_N,144.7417,50.0,35.0,20.0,5186.51502885255,0.40857781324466175,24.673579736989257,13629.124742922348
OAT_N,121.6349,50.0,35.0,20.0,5039.356869626732,0.37464547240964385,21.230095395269466,13509.275663359187
OAT_N,142.6033,50.0,35.0,20.0,5172.896396775045,0.40543757237870015,24.354905281143633,13618.033407396093
OAT_N,120.6224,50.0,35.0,20.0,5032.908653680943,0.37315861593901806,21.07920786882741,13504.024084038036
OAT_N,149.1488,50.0,35.0,20.0,5214.582122674457,0.4150496405549776,25.330346569367315,13651.983246849453
OAT_N,133.5689,50.0,35.0,20.0,5115.359841574424,0.3921705540100863,23.00855637359983,13571.174278291013
OAT_N,124.6178,50.0,35.0,20.0,5058.353791448651,0.3790258617096237,21.67462122502157,13524.74720504514
OAT_N,135.9829,50.0,35.0,20.0,5130.733662110851,0.39571551353610174,23.368302041581178,13583.695080741607
